日期,本益比,殖利率(%),股價淨值比,股利年度,財報年/季
108年03月14日,19.27,3.4,4.05,106.0,107/3
108年03月15日,20.72,3.16,4.36,106.0,107/3
108年03月18日,20.63,3.17,4.34,106.0,107/3
108年03月19日,20.31,3.23,4.27,106.0,107/3
108年03月20日,20.52,3.19,4.32,106.0,107/3
108年03月21日,20.17,3.25,4.24,106.0,107/3
108年03月22日,20.2,3.24,4.25,106.0,107/3
108年03月25日,19.92,3.29,4.19,106.0,107/3
108年03月26日,19.99,3.27,4.06,106.0,107/4
108年03月27日,20.26,3.23,4.12,106.0,107/4
108年03月28日,20.18,3.24,4.1,107.0,107/4
108年03月29日,20.56,3.18,4.18,107.0,107/4
108年04月01日,20.21,3.23,4.11,107.0,107/4
108年04月02日,20.53,3.18,4.17,107.0,107/4
108年04月03日,20.51,3.19,4.17,107.0,107/4
108年04月08日,21.46,3.05,4.36,107.0,107/4
108年04月09日,22.17,2.95,4.51,107.0,107/4
108年04月10日,22.33,2.93,4.54,107.0,107/4
108年04月11日,21.76,3.0,4.42,107.0,107/4
108年04月12日,21.81,3.0,4.43,107.0,107/4
108年04月15日,21.9,2.99,4.45,107.0,107/4
108年04月16日,22.47,2.91,4.57,107.0,107/4
108年04月17日,22.82,2.86,4.64,107.0,107/4
108年04月18日,22.98,2.84,4.67,107.0,107/4
108年04月19日,22.44,2.91,4.56,107.0,107/4
108年04月22日,22.74,2.87,4.62,107.0,107/4
108年04月23日,22.93,2.85,4.66,107.0,107/4
108年04月24日,22.79,2.87,4.63,107.0,107/4
108年04月25日,22.88,2.86,4.65,107.0,107/4
108年04月26日,22.88,2.86,4.65,107.0,107/4
108年04月29日,24.46,2.67,4.97,107.0,107/4
108年04月30日,25.44,2.57,5.17,107.0,107/4
108年05月02日,25.33,2.58,5.15,107.0,107/4
108年05月03日,25.33,2.58,5.15,107.0,107/4
108年05月06日,25.27,2.59,5.14,107.0,107/4
108年05月07日,24.51,2.67,4.98,107.0,107/4
108年05月08日,24.59,2.66,5.0,107.0,107/4
108年05月09日,23.92,2.79,4.48,107.0,108/1
108年05月10日,24.19,2.76,4.54,107.0,108/1
108年05月13日,23.89,2.79,4.48,107.0,108/1
108年05月14日,24.53,2.72,4.6,107.0,108/1
108年05月15日,24.64,2.71,4.62,107.0,108/1
108年05月16日,24.47,2.73,4.59,107.0,108/1
108年05月17日,24.94,2.68,4.68,107.0,108/1
108年05月20日,25.5,2.62,4.78,107.0,108/1
108年05月21日,27.7,2.41,5.19,107.0,108/1
108年05月22日,27.06,2.47,5.07,107.0,108/1
108年05月23日,27.67,2.41,5.19,107.0,108/1
108年05月24日,26.89,2.48,5.04,107.0,108/1
108年05月27日,27.61,2.42,5.18,107.0,108/1
108年05月28日,28.09,2.38,5.27,107.0,108/1
108年05月29日,27.92,2.39,5.23,107.0,108/1
108年05月30日,27.78,2.4,5.21,107.0,108/1
108年05月31日,28.14,2.37,5.28,107.0,108/1
108年06月03日,27.98,2.39,5.25,107.0,108/1
108年06月04日,28.03,2.38,5.26,107.0,108/1
108年06月05日,28.42,2.35,5.33,107.0,108/1
108年06月06日,28.36,2.35,5.32,107.0,108/1
108年06月10日,28.81,2.32,5.4,107.0,108/1
108年06月11日,28.75,2.32,5.39,107.0,108/1
108年06月12日,28.48,2.34,5.34,107.0,108/1
108年06月13日,27.73,2.41,5.2,107.0,108/1
108年06月14日,27.98,2.39,5.25,107.0,108/1
108年06月17日,28.31,2.36,5.31,107.0,108/1
108年06月18日,28.48,2.34,5.34,107.0,108/1
108年06月19日,28.7,2.33,5.38,107.0,108/1
108年06月20日,28.75,2.32,5.39,107.0,108/1
108年06月21日,28.7,2.33,5.38,107.0,108/1
108年06月24日,29.2,2.29,5.47,107.0,108/1
108年06月25日,28.42,2.35,5.33,107.0,108/1
108年06月26日,28.03,2.38,5.26,107.0,108/1
108年06月27日,28.59,2.33,5.36,107.0,108/1
108年06月28日,28.25,2.36,5.3,107.0,108/1
108年07月01日,27.7,2.41,5.19,107.0,108/1
108年07月02日,27.56,2.42,5.17,107.0,108/1
108年07月03日,27.25,2.45,5.11,107.0,108/1
108年07月04日,28.03,2.38,5.26,107.0,108/1
108年07月05日,27.39,2.44,5.14,107.0,108/1
108年07月08日,26.89,2.48,5.04,107.0,108/1
108年07月09日,27.78,2.4,5.21,107.0,108/1
108年07月10日,27.92,2.39,5.23,107.0,108/1
108年07月11日,27.64,2.41,5.18,107.0,108/1
108年07月12日,27.31,2.44,5.12,107.0,108/1
108年07月15日,27.36,2.44,5.13,107.0,108/1
108年07月16日,27.14,2.46,5.09,107.0,108/1
108年07月17日,27.42,2.43,5.14,107.0,108/1
108年07月18日,27.25,2.45,5.11,107.0,108/1
108年07月19日,26.64,2.51,4.99,107.0,108/1
108年07月22日,25.67,2.6,4.81,107.0,108/1
108年07月23日,25.58,2.61,4.8,107.0,108/1
108年07月24日,25.42,2.63,4.77,107.0,108/1
108年07月25日,25.61,2.61,4.8,107.0,108/1
108年07月26日,25.14,2.65,4.71,107.0,108/1
108年07月29日,25.56,2.61,4.79,107.0,108/1
108年07月30日,24.81,2.69,4.65,107.0,108/1
108年07月31日,25.06,2.66,4.7,107.0,108/1
108年08月01日,24.97,2.67,4.68,107.0,108/1
108年08月02日,23.97,2.78,4.49,107.0,108/1
108年08月05日,24.53,2.72,4.6,107.0,108/1
108年08月06日,23.8,2.8,4.46,107.0,108/1
108年08月07日,23.89,2.79,4.48,107.0,108/1
108年08月08日,24.17,2.76,4.53,107.0,108/1
108年08月12日,23.03,2.76,4.81,107.0,108/2
108年08月13日,22.79,2.79,4.76,107.0,108/2
108年08月14日,22.66,2.81,4.74,107.0,108/2
108年08月15日,22.2,2.86,4.64,107.0,108/2
108年08月16日,22.95,2.77,4.8,107.0,108/2
108年08月19日,23.16,2.75,4.84,107.0,108/2
108年08月20日,22.76,2.79,4.76,107.0,108/2
108年08月21日,22.36,2.84,4.67,107.0,108/2
108年08月22日,22.58,2.82,4.72,107.0,108/2
108年08月23日,22.79,2.79,4.76,107.0,108/2
108年08月26日,22.13,2.87,4.62,107.0,108/2
108年08月27日,22.28,2.85,4.66,107.0,108/2
108年08月28日,21.78,2.92,4.55,107.0,108/2
108年08月29日,22.47,2.83,4.7,107.0,108/2
108年08月30日,23.45,2.71,4.9,107.0,108/2
108年09月02日,23.08,2.76,4.82,107.0,108/2
108年09月03日,22.13,2.87,4.62,107.0,108/2
108年09月04日,22.89,2.78,4.79,107.0,108/2
108年09月05日,23.18,2.74,4.85,107.0,108/2
108年09月06日,23.45,2.71,4.9,107.0,108/2
108年09月09日,23.26,2.73,4.86,107.0,108/2
108年09月10日,22.76,2.79,4.76,107.0,108/2
108年09月11日,23.05,2.76,4.82,107.0,108/2
108年09月12日,23.66,2.69,4.95,107.0,108/2
108年09月16日,23.58,2.7,4.93,107.0,108/2
108年09月17日,23.56,2.7,4.92,107.0,108/2
108年09月18日,23.74,2.68,4.96,107.0,108/2
108年09月19日,23.58,2.7,4.93,107.0,108/2
108年09月20日,25.62,2.48,5.36,107.0,108/2
108年09月23日,24.72,2.57,5.17,107.0,108/2
108年09月24日,24.64,2.58,5.15,107.0,108/2
108年09月25日,24.75,2.57,5.17,107.0,108/2
108年09月26日,25.07,2.54,5.24,107.0,108/2
108年09月27日,24.99,2.55,5.22,107.0,108/2
108年10月01日,25.97,2.45,5.43,107.0,108/2
108年10月02日,25.54,2.49,5.34,107.0,108/2
108年10月03日,24.91,2.55,5.21,107.0,108/2
108年10月04日,25.17,2.53,5.26,107.0,108/2
108年10月07日,25.2,2.52,5.27,107.0,108/2
108年10月08日,24.93,2.55,5.21,107.0,108/2
108年10月09日,24.59,2.59,5.14,107.0,108/2
108年10月14日,25.33,2.51,5.29,107.0,108/2
108年10月15日,25.23,2.52,5.27,107.0,108/2
108年10月16日,25.49,2.49,5.33,107.0,108/2
108年10月17日,25.7,2.47,5.37,107.0,108/2
108年10月18日,25.78,2.47,5.39,107.0,108/2
108年10月21日,26.13,2.43,5.46,107.0,108/2
108年10月22日,26.92,2.36,5.63,107.0,108/2
108年10月23日,26.6,2.39,5.56,107.0,108/2
108年10月24日,27.4,2.32,5.73,107.0,108/2
108年10月25日,27.56,2.31,5.76,107.0,108/2
108年10月28日,27.77,2.29,5.8,107.0,108/2
108年10月29日,28.09,2.26,5.87,107.0,108/2
108年10月30日,28.56,2.23,5.97,107.0,108/2
108年10月31日,28.51,2.23,5.96,107.0,108/2
108年11月01日,28.78,2.21,6.01,107.0,108/2
108年11月04日,29.36,2.17,6.14,107.0,108/2
108年11月05日,30.1,2.11,6.29,107.0,108/2
108年11月06日,30.21,2.11,6.31,107.0,108/2
108年11月07日,30.15,2.11,6.3,107.0,108/2
108年11月08日,29.84,2.13,6.24,107.0,108/2
108年11月11日,29.99,2.12,6.27,107.0,108/2
108年11月12日,30.47,2.09,6.37,107.0,108/2
108年11月13日,28.06,2.08,5.95,107.0,108/3
108年11月14日,27.67,2.11,5.87,107.0,108/3
108年11月15日,28.01,2.09,5.94,107.0,108/3
108年11月18日,28.01,2.09,5.94,107.0,108/3
108年11月19日,28.2,2.07,5.99,107.0,108/3
108年11月20日,28.3,2.07,6.01,107.0,108/3
108年11月21日,27.72,2.11,5.88,107.0,108/3
108年11月22日,27.86,2.1,5.91,107.0,108/3
108年11月25日,28.4,2.06,6.03,107.0,108/3
108年11月26日,29.42,1.99,6.24,107.0,108/3
108年11月27日,29.66,1.97,6.3,107.0,108/3
108年11月28日,29.91,1.95,6.35,107.0,108/3
108年11月29日,29.08,2.01,6.17,107.0,108/3
108年12月02日,29.76,1.96,6.32,107.0,108/3
108年12月03日,30.05,1.94,6.38,107.0,108/3
108年12月04日,29.96,1.95,6.36,107.0,108/3
108年12月05日,29.66,1.97,6.3,107.0,108/3
108年12月06日,29.66,1.97,6.3,107.0,108/3
108年12月09日,29.96,1.95,6.36,107.0,108/3
108年12月10日,29.81,1.96,6.33,107.0,108/3
108年12月11日,29.86,1.96,6.34,107.0,108/3
108年12月12日,30.3,1.93,6.43,107.0,108/3
108年12月13日,31.17,1.88,6.62,107.0,108/3
108年12月16日,30.88,1.89,6.55,107.0,108/3
108年12月17日,32.1,1.82,6.81,107.0,108/3
108年12月18日,32.44,1.8,6.89,107.0,108/3
108年12月19日,33.02,1.77,7.01,107.0,108/3
108年12月20日,33.66,1.74,7.14,107.0,108/3
108年12月23日,33.8,1.73,7.17,107.0,108/3
108年12月24日,33.41,1.75,7.09,107.0,108/3
108年12月25日,33.76,1.73,7.16,107.0,108/3
108年12月26日,33.56,1.74,7.12,107.0,108/3
108年12月27日,34.24,1.71,7.27,107.0,108/3
108年12月30日,34.44,1.7,7.31,107.0,108/3
108年12月31日,33.27,1.76,7.06,107.0,108/3
